"id","description","type","fleetId","make","model","year","registrationNumber","vinSerialId","companyId","status","createdAt","updatedAt","siteId","engineCapacity","loadingCarryingCapacityTonnes","fuelConsumptionUnit","fuelConsumption","locationOtherText","location","millingSiteId","lastAssessedAt","crushingSiteId"
cmi8fy8da008dskghooezt9f6,,,"1MMM306",,,,,,,AVAILABLE,2025-11-21 05:50:12.959,2025-11-21 05:50:12.959,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8e40095skghlw2647h5,,,"2ZET346",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8f2009mskgh8sddklxw,,,"2RAZ329",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8go00agskgh3bl5lsc2,,,"3MMX398",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fw009xskght7bxqs3x,,,"2MIT370",,,,,,,AVAILABLE,2025-11-21 05:50:13.052,2025-11-21 05:50:13.052,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fv009sskghma8v0zkg,,,"2JJIT359",,,,,,,AVAILABLE,2025-11-21 05:50:13.052,2025-11-21 05:50:13.052,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86m004rskgh8yookav0,,,"2TIT180",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8cg008askghipm2dz8d,,,"1MMM281",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ax0070skgh7v1ka9sf,,,"2PAC257",,,,,,,AVAILABLE,2025-11-21 05:50:12.873,2025-11-21 05:50:12.873,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8a1006sskghaf4ua5z8,,,"2PAD252",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bq007pskgh8z4z1cbl,,,"1MMM294",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy82y003rskghxbvzw7ez,,,"2MLD154",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy820002zskghtt6d2c3r,,,"2EST113",,,,,,,AVAILABLE,2025-11-21 05:50:12.553,2025-11-21 05:50:12.553,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy85x004dskghk64xs379,,,"2PAL165",,,,,,,AVAILABLE,2025-11-21 05:50:12.693,2025-11-21 05:50:12.693,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy82q003fskgh3nnqmj6u,,,"2GTT143",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy83e003yskgh57f4ko70,,,"2EGT124",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ub00iaskghwfgujfyb,,,"2MHT678",,,,,,,AVAILABLE,2025-11-21 05:50:13.571,2025-11-21 05:50:13.571,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8v800j6skghgui6tj18,,,"2HGT709",,,,,,,AVAILABLE,2025-11-21 05:50:13.572,2025-11-21 05:50:13.572,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8rz00gwskghvmn4saub,,,"2RAS628",,,,,,,AVAILABLE,2025-11-21 05:50:13.488,2025-11-21 05:50:13.488,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8sw00hsskghj78zff31,,,"2MLZ623",,,,,,,AVAILABLE,2025-11-21 05:50:13.489,2025-11-21 05:50:13.489,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80e0029skgh00h49ccu,,,"1MMP87",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8sy00htskghay53uspb,,,"1MMM619",,,,,,,AVAILABLE,2025-11-21 05:50:13.489,2025-11-21 05:50:13.489,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ub00ihskghauc135iy,,,"2CCT662",,,,,,,AVAILABLE,2025-11-21 05:50:13.571,2025-11-21 05:50:13.571,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8s000gzskghddk80q3m,,,"1MMM614",,,,,,,AVAILABLE,2025-11-21 05:50:13.488,2025-11-21 05:50:13.488,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8980068skghe0iz08aw,,,"2MLT214",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80v002kskghylic0ybg,,,"2CCS100",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86t0052skghj3f6tlpx,,,"2VST194",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8210036skgh0thwm0dp,,,"2EGJ138",,,,,,,AVAILABLE,2025-11-21 05:50:12.553,2025-11-21 05:50:12.553,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ti00i1skghdldlooqd,,,"2UCT624",,,,,,,AVAILABLE,2025-11-21 05:50:13.489,2025-11-21 05:50:13.489,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8rz00grskgho5l2omas,,,"1MMM613",,,,,,,AVAILABLE,2025-11-21 05:50:13.487,2025-11-21 05:50:13.487,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ss00hgskghc6i9s1cs,,,"2CMJ656",,,,,,,AVAILABLE,2025-11-21 05:50:13.489,2025-11-21 05:50:13.489,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8qy00ggskghbammcwj5,,,"1MMM608",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8pi00fhskghb1snzb4p,,,"2PAZ574",,,,,,,AVAILABLE,2025-11-21 05:50:13.398,2025-11-21 05:50:13.398,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8qa00fvskghak8vdwhv,,,"2MLL588",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ju00cdskgh3abgv7qk,,,"3MMX428",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8jo00cbskghc83kacwc,,,"3MMX414",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8qa00fxskghg9bh10nv,,,"2PAT597",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8gm00acskghqfh4m51s,,,"3MMX396",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ph00faskghvy8dulq8,,,"2RAT559",,,,,,,AVAILABLE,2025-11-21 05:50:13.398,2025-11-21 05:50:13.398,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8gn00aeskghdjsj4434,,,"3MMX395",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8hb00awskghy190au6c,,,"2TIL369",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8i800baskghc1b58y44,,,"3MMX415",,,,,,,AVAILABLE,2025-11-21 05:50:13.137,2025-11-21 05:50:13.137,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8j000bvskgh3vk52rb3,,,"3MMX425",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8hc00ayskghtndosy2p,,,"1MMX363",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8da008eskghu2e221sv,,,"1MMM307",,,,,,,AVAILABLE,2025-11-21 05:50:12.959,2025-11-21 05:50:12.959,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ax0072skghnlz87e7n,,,"2MLC259",,,,,,,AVAILABLE,2025-11-21 05:50:12.873,2025-11-21 05:50:12.873,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bo007mskgh7o3gi3k7,,,"1MMM292",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8cb0085skgh7htyk2n1,,,"1MMM268",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8e2008yskght1766vsu,,,"2KCT342",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8980067skghqhatottg,,,"2TCT237",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8cf0089skghh7w0gnk5,,,"1MMM296",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8da008iskghzfufqcw2,,,"1MMM317",,,,,,,AVAILABLE,2025-11-21 05:50:12.959,2025-11-21 05:50:12.959,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8a1006rskghvdylrksm,,,"2EGO251",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy87n005jskghe78uabt7,,,"2TIT179",,,,,,,AVAILABLE,2025-11-21 05:50:12.695,2025-11-21 05:50:12.695,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bp007oskghzsn1pn0n,,,"1MMM271",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy85x004bskghpzaocxzt,,,"2PAZ164",,,,,,,AVAILABLE,2025-11-21 05:50:12.693,2025-11-21 05:50:12.693,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ax0074skghwfhr33i2,,,"2SOJ265",,,,,,,AVAILABLE,2025-11-21 05:50:12.873,2025-11-21 05:50:12.873,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86o004zskghrui6egbl,,,"2TIL182",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8970065skghwlt92fww,,,"2EGZ228",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88i005pskghymh539jc,,,"1MMJ208",,,,,,,AVAILABLE,2025-11-21 05:50:12.786,2025-11-21 05:50:12.786,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8a1006wskghy6iddr90,,,"2PAZ233",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy87e005eskghev9ywg6t,,,"2BIT202",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88i005kskghd5p94z8s,,,"1MMS209",,,,,,,AVAILABLE,2025-11-21 05:50:12.786,2025-11-21 05:50:12.786,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88i005nskgh8mstjg5n,,,"1MMP205",,,,,,,AVAILABLE,2025-11-21 05:50:12.786,2025-11-21 05:50:12.786,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86o004yskghfuhjatl1,,,"2WTP190",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy85w0048skghoa76rb4c,,,"2MLJ155",,,,,,,AVAILABLE,2025-11-21 05:50:12.693,2025-11-21 05:50:12.693,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8v100ipskgh64rg24a6,,,"2HGT666",,,,,,,AVAILABLE,2025-11-21 05:50:13.572,2025-11-21 05:50:13.572,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86o004xskghgmbgyfjf,,,"2SLT192",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8vn00j8skgho021mkff,,,"2HGT708",,,,,,,AVAILABLE,2025-11-21 05:50:13.572,2025-11-21 05:50:13.572,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy85x004askgh8pgnx8nn,,,"2PAD161",,,,,,,AVAILABLE,2025-11-21 05:50:12.693,2025-11-21 05:50:12.693,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy83o0045skghtsl3o16q,,,"2EST118",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy87l005gskgh4asc7z2f,,,"1MMP204",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy82x003lskghq4klupo0,,,"2LRT148",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80e002fskgh785c1i6e,,,"2BIT94",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80x002lskghn6t4430i,,,"1MMX66",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8rz00gvskghx3ztz1vl,,,"2UCT625",,,,,,,AVAILABLE,2025-11-21 05:50:13.488,2025-11-21 05:50:13.488,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8r300gjskghk2drdvqu,,,"2UCT581",,,,,,,AVAILABLE,2025-11-21 05:50:13.400,2025-11-21 05:50:13.400,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8te00huskghp710zf4r,,,"2LTT658",,,,,,,AVAILABLE,2025-11-21 05:50:13.489,2025-11-21 05:50:13.489,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8f2009nskghww4o5xk1,,,"2CCL325",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy83g0042skghe4f4teys,,,"2MLZ153",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ua00i3skgh8230icxg,,,"2EGT661",,,,,,,AVAILABLE,2025-11-21 05:50:13.571,2025-11-21 05:50:13.571,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fw009uskghs65ehz9i,,,"2PAZ361",,,,,,,AVAILABLE,2025-11-21 05:50:13.052,2025-11-21 05:50:13.052,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8210037skghq3nyufew,,,"2EGT132",,,,,,,AVAILABLE,2025-11-21 05:50:12.553,2025-11-21 05:50:12.553,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8rz00guskghkv0wk974,,,"1MMY621",,,,,,,AVAILABLE,2025-11-21 05:50:13.488,2025-11-21 05:50:13.488,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n500easkghwvpjwq9t,,,"2RAT539",,,,,,,AVAILABLE,2025-11-21 05:50:13.313,2025-11-21 05:50:13.313,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ok00f4skghqrauzr4k,,,"2LRT521",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n400e0skghg0syjxe2,,,"2RAL513",,,,,,,AVAILABLE,2025-11-21 05:50:13.312,2025-11-21 05:50:13.312,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8qc00fyskghqz2txpax,,,"2RR596",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kp00cmskghf4vk7e90,,,"2SOJ466",,,,,,,AVAILABLE,2025-11-21 05:50:13.226,2025-11-21 05:50:13.226,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8lf00d4skghbkuytcay,,,"1MMM493",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n400e3skghdgyn6xjg,,,"2BRS518",,,,,,,AVAILABLE,2025-11-21 05:50:13.313,2025-11-21 05:50:13.313,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kq00cwskgh8e13ffzg,,,"1MMP492",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8m700drskghvnher1zg,,,"2RIL483",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8m300dpskghzcqrl523,,,"2CCT486",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kp00ckskghxdfoce3o,,,"3MMQ459",,,,,,,AVAILABLE,2025-11-21 05:50:13.226,2025-11-21 05:50:13.226,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8lg00d8skghysx02szg,,,"2BIT496",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8gp00aiskgh4gg8p7r8,,,"3MMX385",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ll00dlskghbq7fvwav,,,"2RAL468",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kp00cnskgh6wq19dzs,,,"3MMQ462",,,,,,,AVAILABLE,2025-11-21 05:50:13.226,2025-11-21 05:50:13.226,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8i900bkskgho0p4effo,,,"3MMX443",,,,,,,AVAILABLE,2025-11-21 05:50:13.137,2025-11-21 05:50:13.137,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8iz00bsskghnrw39py6,,,"3MMQ446",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8li00dbskgh8tyflngf,,,"2SMP474",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8jw00cfskgh7ywrer12,,,"3MMX421",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8iy00brskgh15tisfl3,,,"3MMX445",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fw009zskghdhmmejs6,,,"1MMP379",,,,,,,AVAILABLE,2025-11-21 05:50:13.052,2025-11-21 05:50:13.052,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fw00a5skghegualopg,,,"3MMX387",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8j500c8skgh28g9kb8b,,,"3MMX412",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8e5009fskghq754gl37,,,"2YIL328",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8hg00b3skgh46kxrs48,,,"2PAZ362",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8e5009bskgh6clgln3q,,,"2PAZ332",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8db008mskghy4nqi8t3,,,"2MLW330",,,,,,,AVAILABLE,2025-11-21 05:50:12.959,2025-11-21 05:50:12.959,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bu007uskghdqrr8zm6,,,"2WSS264",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bv0081skghqyfjqn9h,,,"1MMM286",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bs007sskghkgtpxodx,,,"1MMM298",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ay007gskghgsbka2td,,,"1MMM276",,,,,,,AVAILABLE,2025-11-21 05:50:12.874,2025-11-21 05:50:12.874,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy85y004nskghbiljc6g1,,,"2SOL172",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8dc008wskgh1bpfqnmx,,,"2MLL309",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy89c006eskghlesrgk41,,,"2EST241",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ay007hskghxqoiz7iu,,,"1MMM289",,,,,,,AVAILABLE,2025-11-21 05:50:12.874,2025-11-21 05:50:12.874,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy89e006fskghk3vhzhg8,,,"2EST242",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88i005wskgh0zh9nbur,,,"2MLG213",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88j0064skgh02xhi92x,,,"2PAW235",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86o004tskghd22uc18n,,,"2MLZ186",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy83h0043skghzhz05gng,,,"2ESJ122",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy82z003vskghkym89ukx,,,"2EGD134",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy82q003gskghptqh5hxi,,,"2LRT145",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86t0055skghngvcngcu,,,"2ATS196",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
